"","sofifa_id","player_url","short_name","age","height_cm","weight_kg","nationality","club","overall","potential","value_eur","wage_eur","player_positions","preferred_foot","weak_foot","skill_moves","work_rate","release_clause_eur","player_tags","team_position","team_jersey_number","loaned_from","joined","contract_valid_until","pace","shooting","passing","dribbling","defending","physic","gk_diving","gk_handling","gk_kicking","gk_reflexes","gk_speed","gk_positioning","player_traits","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes"
"119",231108,"https://sofifa.com/player/231108/silvan-hefti/20/159586","S. Hefti",21,182,78,"Switzerland","FC St. Gallen",69,81,1700000,5000,"RB, CB","Right",3,2,"Medium/High",2800000,"","RB",36,"","2015-09-10",2021,72,41,54,57,69,76,NA,NA,NA,NA,NA,NA,"Diver, Avoids Using Weaker Foot",55,34,66,57,29,49,42,41,58,64,73,72,66,70,60,58,81,80,74,42,73,67,38,53,47,65,69,70,69,11,12,12,6,8
"120",240956,"https://sofifa.com/player/240956/matias-melluso/20/159586","M. Melluso",21,170,63,"Argentina","Gimnasia y Esgrima La Plata",69,81,1700000,5000,"LB","Left",3,3,"Medium/High",2900000,"","LB",32,"","2017-06-29",2021,73,44,61,69,66,61,NA,NA,NA,NA,NA,NA,"",69,41,61,66,38,68,49,33,65,67,76,70,75,69,69,47,64,69,56,45,61,61,59,51,44,62,64,70,70,13,13,14,12,6
"121",231823,"https://sofifa.com/player/231823/justin-hoogma/20/159586","J. Hoogma",21,190,81,"Netherlands","FC Utrecht",69,80,1700000,6000,"CB","Left",3,2,"Medium/Medium",NA,"","LCB",3,"TSG 1899 Hoffenheim","",2020,64,29,51,56,69,71,NA,NA,NA,NA,NA,NA,"Leadership",28,23,58,69,30,45,37,33,71,70,62,65,63,68,60,47,54,67,76,24,68,71,32,34,35,63,67,72,69,11,13,14,7,9
"122",237155,"https://sofifa.com/player/237155/silas-gnaka/20/159586","S. Gnaka",20,179,64,"Ivory Coast","KAS Eupen",69,80,1600000,4000,"LB","Left",3,3,"High/Medium",2800000,"","LB",24,"","2017-01-08",2022,75,28,62,69,66,69,NA,NA,NA,NA,NA,NA,"Leadership",67,12,56,64,31,68,27,26,68,68,71,79,79,61,70,60,71,76,66,21,65,64,58,66,36,66,67,69,67,10,8,13,15,14
"123",243388,"https://sofifa.com/player/243388/borna-sosa/20/159586","B. Sosa",21,186,77,"Croatia","VfB Stuttgart",69,80,1600000,8000,"LB","Left",3,3,"High/Medium",3000000,"","LB",24,"","2018-07-01",2023,76,32,66,71,65,66,NA,NA,NA,NA,NA,NA,"",74,29,65,73,30,71,57,29,63,71,77,75,73,70,66,41,64,67,69,26,59,63,41,58,31,54,64,66,65,10,6,6,8,9
"124",225589,"https://sofifa.com/player/225589/jason-kerr/20/159586","J. Kerr",22,183,75,"Scotland","St. Johnstone FC",69,79,1500000,3000,"CB","Right",3,2,"Medium/Medium",3000000,"","RCB",15,"","2014-07-01",2022,69,40,53,57,67,74,NA,NA,NA,NA,NA,NA,"Avoids Using Weaker Foot",38,32,69,62,36,54,41,42,65,61,68,69,60,58,64,58,87,64,77,37,78,61,52,48,43,65,67,70,67,13,15,14,11,12
"125",229348,"https://sofifa.com/player/229348/antonee-robinson/20/159586","A. Robinson",21,183,70,"United States","Wigan Athletic",69,79,1500000,6000,"LB, LWB","Left",2,3,"Medium/Medium",3200000,"","LB",3,"","2019-07-15",2022,86,39,47,69,67,68,NA,NA,NA,NA,NA,NA,"",60,38,54,48,34,69,35,39,36,68,85,87,73,66,71,39,70,73,67,37,65,67,49,44,45,54,68,69,67,12,9,15,14,9
"126",237245,"https://sofifa.com/player/237245/eddie-segura/20/159586","E. Segura",22,175,70,"Colombia","Los Angeles FC",69,79,1500000,3000,"CB","Right",3,2,"Medium/High",2600000,"","LCB",4,"","2018-11-21",2021,62,30,44,50,69,73,NA,NA,NA,NA,NA,NA,"",23,31,63,63,25,41,23,30,56,56,58,66,61,64,60,36,78,71,76,22,69,67,26,32,30,63,71,72,66,12,12,13,6,13
"127",244308,"https://sofifa.com/player/244308/gabriel-fuentes/20/159586","G. Fuentes",22,180,74,"Colombia","Junior FC",69,79,1500000,2000,"LB","Left",3,2,"Medium/Medium",2400000,"","LB",17,"","2018-07-03",2021,78,40,56,67,66,69,NA,NA,NA,NA,NA,NA,"",60,39,55,67,37,65,43,25,53,67,77,79,73,66,68,38,66,75,67,41,69,68,60,48,36,60,67,67,67,6,14,12,15,6
"128",211966,"https://sofifa.com/player/211966/mahlon-romeo/20/159586","M. Romeo",23,178,73,"Antigua & Barbuda","Millwall",69,77,1400000,6000,"RB","Right",3,3,"High/Medium",2900000,"","RB",12,"","2015-05-05",2021,78,47,61,67,67,68,NA,NA,NA,NA,NA,NA,"Inflexible",64,47,56,63,29,68,55,35,61,64,77,78,75,62,72,57,76,75,67,39,60,67,62,63,48,60,68,69,68,8,13,12,15,7
"129",222557,"https://sofifa.com/player/222557/justen-glad/20/159586","J. Glad",22,185,72,"United States","Real Salt Lake",69,77,1400000,3000,"CB","Right",2,2,"Medium/High",2400000,"","LCB",15,"","2014-04-07",2019,71,27,50,49,68,74,NA,NA,NA,NA,NA,NA,"",27,25,63,69,29,41,23,21,63,56,71,71,50,64,65,34,74,74,74,25,72,72,21,42,38,63,67,68,64,10,16,10,10,6
"130",233614,"https://sofifa.com/player/233614/messias-rodrigues-silva-jr/20/159586","Messias",24,192,88,"Brazil","Rio Ave FC",69,77,1400000,4000,"CB, LB","Right",2,2,"Medium/Medium",3200000,"","RCB",33,"","2014-01-22",2022,59,32,38,40,69,76,NA,NA,NA,NA,NA,NA,"",34,25,72,47,34,33,27,21,41,48,60,59,34,65,42,54,69,61,84,20,77,65,37,31,47,54,73,67,64,6,5,14,7,7
"131",235899,"https://sofifa.com/player/235899/deyovaisio-zeefuik/20/159586","D. Zeefuik",21,177,76,"Netherlands","FC Groningen",69,77,1400000,4000,"RB","Right",3,2,"Medium/Medium",2300000,"","RB",42,"","2018-07-01",2021,78,39,59,68,67,78,NA,NA,NA,NA,NA,NA,"",68,35,62,65,38,70,43,39,57,64,77,79,71,66,76,55,92,75,76,29,83,62,54,52,46,66,67,71,68,6,5,6,10,10
"132",236466,"https://sofifa.com/player/236466/clement-michelin/20/159586","C. Michelin",22,179,70,"France","Racing Club de Lens",69,77,1400000,4000,"RB","Right",3,3,"Medium/Medium",2800000,"","RB",13,"","2019-06-11",2022,66,50,69,68,66,64,NA,NA,NA,NA,NA,NA,"Inflexible, Dives Into Tackles (CPU AI Only)",73,45,56,74,43,68,75,42,71,71,64,67,63,65,70,58,64,71,59,52,68,64,65,60,48,62,66,70,71,15,9,12,15,8
"133",251901,"https://sofifa.com/player/251901/willyan-da-silva-rocha/20/159586","Willyan",24,193,86,"Brazil","Portimonense SC",69,77,1400000,4000,"CB","Right",2,2,"Medium/Medium",3200000,"","LCB",28,"","2019-07-01",2023,50,31,39,42,68,75,NA,NA,NA,NA,NA,NA,"",31,24,70,53,32,40,33,28,34,45,49,51,33,67,37,47,59,63,85,28,70,65,23,29,40,56,66,73,66,14,6,6,11,10
"134",215638,"https://sofifa.com/player/215638/liam-lindsay/20/159586","L. Lindsay",23,190,89,"Scotland","Stoke City",69,76,1300000,12000,"CB","Left",3,2,"Medium/High",2800000,"","LCB",5,"","2019-06-25",2024,55,34,49,49,68,77,NA,NA,NA,NA,NA,NA,"Long Passer (CPU AI Only)",35,30,70,59,31,47,39,31,56,53,51,58,42,62,52,47,78,73,81,29,71,66,33,48,40,59,68,69,69,12,7,8,10,12
"135",248021,"https://sofifa.com/player/248021/iulian-cristea/20/159586","I. Cristea",24,184,77,"Romania","FCSB (Steaua)",69,76,1300000,6000,"CB, CDM","Right",3,2,"Medium/High",2100000,"","RCB",17,"","2019-02-25",2023,58,36,41,53,69,73,NA,NA,NA,NA,NA,NA,"",29,31,67,55,24,48,20,21,45,56,66,52,63,57,65,55,86,72,73,29,73,69,38,38,34,68,66,71,70,8,14,7,8,13
"136",242578,"https://sofifa.com/player/242578/benoit-badiashile/20/159586","B. Badiashile",18,192,77,"France","AS Monaco",68,85,1700000,4000,"CB","Left",3,2,"Low/High",4400000,"","LCB",32,"","2018-07-01",2021,54,30,49,49,66,71,NA,NA,NA,NA,NA,NA,"",36,21,69,66,31,43,37,34,52,61,53,54,42,59,42,49,71,62,79,28,63,66,25,39,46,63,65,68,62,8,7,5,15,8
"137",237003,"https://sofifa.com/player/237003/samuele-birindelli/20/159586","S. Birindelli",19,175,70,"Italy","Pisa",68,82,1800000,1000,"RB, CB, LB","Right",4,3,"High/Medium",3900000,"","RB",2,"","2016-07-01",2021,81,49,60,71,65,63,NA,NA,NA,NA,NA,NA,"",67,44,58,61,39,70,58,53,60,69,81,81,78,63,78,63,72,66,60,45,63,62,53,55,56,63,65,67,68,10,10,15,15,8
"138",228080,"https://sofifa.com/player/228080/felix-passlack/20/159586","F. Passlack",21,170,74,"Germany","Fortuna Sittard",68,80,1500000,4000,"RB, RM, LB","Right",4,3,"High/Medium",NA,"","RB",15,"Borussia Dortmund","",2020,72,58,65,72,65,75,NA,NA,NA,NA,NA,NA,"Early Crosser",69,55,44,71,51,70,67,66,57,71,74,71,77,65,91,70,76,73,72,54,83,59,59,54,60,59,70,70,65,10,11,10,16,9
"139",231936,"https://sofifa.com/player/231936/ben-white/20/159586","B. White",21,185,72,"England","Leeds United",68,80,1500000,15000,"CB, RB","Right",4,2,"Medium/Medium",NA,"","RCB",5,"Brighton & Hove Albion","",2020,65,26,49,52,67,70,NA,NA,NA,NA,NA,NA,"Leadership",38,22,66,65,21,48,26,20,57,59,65,65,49,62,48,39,75,70,69,25,72,66,22,41,24,58,64,70,66,8,11,12,5,6
"140",236572,"https://sofifa.com/player/236572/owen-wijndal/20/159586","O. Wijndal",19,176,65,"Netherlands","AZ Alkmaar",68,80,1400000,2000,"LB","Left",2,3,"Medium/Medium",2400000,"","LB",15,"","2016-07-01",2023,84,38,57,71,64,64,NA,NA,NA,NA,NA,NA,"",60,36,57,65,28,70,41,38,52,69,85,83,84,66,74,45,74,74,57,33,64,60,56,52,42,64,66,66,63,8,12,6,9,13
"141",239738,"https://sofifa.com/player/239738/jesus-angulo/20/159586","J. Angulo",21,180,73,"Mexico","Club Atlas",68,80,1500000,6000,"LB","Left",3,2,"Medium/High",2800000,"","LB",27,"","2019-07-01",2022,70,41,60,61,67,67,NA,NA,NA,NA,NA,NA,"",67,36,61,66,36,57,57,38,67,65,72,69,63,56,75,47,75,77,63,42,63,64,53,42,47,63,67,72,68,8,13,9,9,12
"142",237942,"https://sofifa.com/player/237942/pervis-estupinan/20/159586","P. Estupiñán",21,175,73,"Ecuador","CA Osasuna",68,79,1400000,7000,"LB, LM","Left",3,2,"High/Medium",NA,"","LB",30,"Watford","",2021,77,32,59,60,65,58,NA,NA,NA,NA,NA,NA,"",73,20,65,70,38,55,59,36,52,65,76,77,68,61,71,41,57,57,61,42,51,58,48,37,40,53,64,69,70,14,7,14,7,7
"143",243526,"https://sofifa.com/player/243526/mert-muldur/20/159586","M. Müldür",20,185,75,"Turkey","SK Rapid Wien",68,79,1400000,5000,"RB, CB","Right",4,2,"High/Medium",2400000,"","RCB",3,"","2018-05-12",2021,79,49,57,65,66,70,NA,NA,NA,NA,NA,NA,"",58,46,72,61,42,60,46,37,60,67,82,77,82,66,71,57,80,76,69,54,64,62,38,52,35,58,63,68,66,6,6,12,6,7
"144",246164,"https://sofifa.com/player/246164/lautaro-valenti/20/159586","L. Valenti",20,188,80,"Argentina","Club Atlético Lanús",68,79,1400000,5000,"CB","Left",4,2,"High/Medium",2400000,"","LCB",30,"","2018-10-05",2021,60,38,45,52,65,76,NA,NA,NA,NA,NA,NA,"",37,30,66,60,29,48,31,33,43,58,52,67,51,59,52,55,72,65,83,39,75,65,33,33,47,57,63,67,68,6,8,7,6,8
"145",235755,"https://sofifa.com/player/235755/auston-trusty/20/159586","A. Trusty",20,191,84,"United States","Philadelphia Union",68,78,1300000,2000,"CB","Left",3,2,"Low/High",2300000,"","LCB",26,"","2016-08-10",2019,78,40,47,47,66,76,NA,NA,NA,NA,NA,NA,"",36,29,65,61,32,41,46,29,62,49,78,78,57,63,52,54,75,74,80,49,68,63,34,29,52,56,67,68,65,13,14,11,10,12
"146",236537,"https://sofifa.com/player/236537/gerardo-arteaga/20/159586","G. Arteaga",20,174,64,"Mexico","Santos Laguna",68,78,1300000,6000,"LB","Left",3,3,"High/Medium",2500000,"","LB",17,"","2016-10-02",2023,81,48,62,66,64,64,NA,NA,NA,NA,NA,NA,"",67,44,65,65,38,66,62,39,64,62,83,79,78,62,79,58,65,82,57,47,57,64,62,58,46,58,61,65,64,8,14,6,10,6
"147",239018,"https://sofifa.com/player/239018/junio-ricardo-da-rocha/20/159586","Junio",22,182,75,"Brazil","Rio Ave FC",68,78,1300000,3000,"RB","Right",2,2,"Medium/Medium",3000000,"","RB",12,"","2019-07-05",2022,72,33,56,65,64,65,NA,NA,NA,NA,NA,NA,"",66,28,60,68,27,63,48,36,45,68,73,71,63,65,62,39,82,66,58,33,79,68,60,41,42,55,59,68,66,12,6,8,11,10
"148",214333,"https://sofifa.com/player/214333/dilan-zuniga/20/159586","D. Zúñiga",22,170,73,"Chile","CD Everton de Viña del Mar",68,77,1200000,2000,"LB","Right",4,2,"High/Medium",1900000,"","LB",28,"","2016-06-21",2021,75,45,60,63,64,67,NA,NA,NA,NA,NA,NA,"",69,34,45,65,35,63,48,44,62,62,76,74,65,59,73,59,62,82,69,55,45,61,59,49,38,57,67,68,66,6,13,13,13,15
"149",215376,"https://sofifa.com/player/215376/elio-capradossi/20/159586","E. Capradossi",23,185,78,"Italy","Spezia",68,77,1300000,2000,"CB","Left",5,2,"Low/High",2200000,"","LCB",13,"","2019-08-01",2023,64,21,31,38,70,68,NA,NA,NA,NA,NA,NA,"",16,17,67,46,21,21,29,16,39,48,65,63,66,55,65,30,70,68,67,21,72,66,19,19,23,55,72,72,71,9,6,8,10,15
"150",229266,"https://sofifa.com/player/229266/joe-rodon/20/159586","J. Rodon",21,193,76,"Wales","Swansea City",68,77,1300000,7000,"CB","Right",4,2,"Medium/Medium",2700000,"","LCB",4,"","2015-07-03",2022,54,29,46,54,67,68,NA,NA,NA,NA,NA,NA,"",34,23,59,66,34,51,25,32,45,58,51,57,47,68,57,43,71,62,74,24,60,72,23,31,40,50,66,67,68,10,13,7,11,8
"151",229640,"https://sofifa.com/player/229640/mads-pedersen/20/159586","M. Pedersen",22,178,74,"Denmark","FC Augsburg",68,77,1200000,7000,"LB, LWB, LM","Left",3,3,"High/Medium",2400000,"","LB",3,"","2019-07-01",2024,85,46,62,71,62,66,NA,NA,NA,NA,NA,NA,"",65,43,48,65,46,70,55,37,62,68,85,85,85,62,87,58,90,79,58,34,64,63,68,63,41,60,65,63,60,8,8,7,9,11
"152",221024,"https://sofifa.com/player/221024/asger-sorensen/20/159586","A. Sørensen",23,191,87,"Denmark","1. FC Nürnberg",68,76,1200000,5000,"CB","Right",3,2,"Medium/Medium",2200000,"","LCB",4,"","2019-07-06",2022,58,35,54,55,68,68,NA,NA,NA,NA,NA,NA,"Power Free-Kick",47,30,61,63,35,49,38,32,56,64,49,66,52,68,48,46,51,60,77,33,61,68,38,54,36,66,70,69,67,13,9,8,13,9
"153",222109,"https://sofifa.com/player/222109/chris-cadden/20/159586","C. Cadden",22,183,76,"Scotland","Oxford United",68,76,1300000,4000,"RM, CM, RWB","Right",3,3,"High/High",NA,"","RB",2,"Columbus Crew SC","",2020,76,60,65,69,50,73,NA,NA,NA,NA,NA,NA,"",70,56,58,66,48,69,51,55,63,67,77,75,76,57,70,73,59,84,74,60,62,44,60,68,46,64,50,53,48,13,13,12,8,10
"154",222319,"https://sofifa.com/player/222319/jeison-angulo/20/159586","J. Ángulo",23,182,74,"Colombia","U.N.A.M.",68,76,1200000,7000,"LB","Left",3,3,"Low/Medium",NA,"","LB",23,"Deportivo Cali","",2019,73,34,56,67,65,74,NA,NA,NA,NA,NA,NA,"",62,35,53,66,25,67,26,28,65,65,75,71,74,63,64,33,62,84,76,30,61,60,55,41,39,55,72,66,64,8,14,14,8,11
"155",226012,"https://sofifa.com/player/226012/ryan-manning/20/159586","R. Manning",23,172,66,"Republic of Ireland","Queens Park Rangers",68,76,1300000,4000,"CM, LB","Left",3,3,"Medium/Medium",2700000,"","LB",14,"","2015-01-08",2020,66,60,65,68,62,66,NA,NA,NA,NA,NA,NA,"Argues with Officials",62,60,50,66,36,66,65,63,65,68,65,67,73,67,72,63,63,77,62,62,64,65,64,69,66,61,60,66,60,12,6,11,12,12
"156",232661,"https://sofifa.com/player/232661/mariano-bareiro/20/159586","M. Bareiro",24,182,74,"Argentina","Club Atlético Huracán",68,76,1200000,5000,"CB, CDM","Right",2,2,"Medium/Medium",NA,"","LCB",17,"Racing Club","",2020,69,55,63,68,66,68,NA,NA,NA,NA,NA,NA,"",52,53,69,73,47,67,53,62,64,70,68,69,68,62,64,63,68,68,69,56,65,65,52,58,57,52,67,64,68,8,7,12,10,10
"157",235318,"https://sofifa.com/player/235318/mihai-butean/20/159586","M. Butean",22,181,71,"Romania","CFR Cluj",68,76,1200000,4000,"RB, RM","Right",4,2,"Medium/Medium",1900000,"","RB",25,"","2019-07-25",2024,80,55,60,65,65,63,NA,NA,NA,NA,NA,NA,"",68,53,59,65,39,64,36,41,55,66,79,80,62,70,64,60,41,64,66,59,59,65,58,59,44,53,66,67,63,14,10,12,14,6
"158",237040,"https://sofifa.com/player/237040/dimitrios-nikolaou/20/159586","D. Nikolaou",20,190,92,"Greece","Empoli",68,76,1200000,2000,"CB","Left",2,2,"Low/Medium",2200000,"","LCB",43,"","2019-07-01",2023,58,37,45,41,68,72,NA,NA,NA,NA,NA,NA,"",40,25,68,58,25,30,24,29,60,54,56,59,43,55,50,53,77,66,75,50,72,64,29,26,49,59,69,69,67,8,15,9,5,15
"159",237255,"https://sofifa.com/player/237255/miles-robinson/20/159586","M. Robinson",22,188,84,"United States","Atlanta United",68,76,1200000,3000,"CB","Right",4,2,"Medium/Medium",2000000,"","RCB",12,"","2017-01-15",2020,75,33,45,42,66,73,NA,NA,NA,NA,NA,NA,"",26,29,65,61,36,36,29,22,59,47,71,79,44,60,45,49,78,68,75,27,72,67,26,37,41,52,64,68,65,13,7,9,5,5
"160",242359,"https://sofifa.com/player/242359/jorge-filipe-oliveira-fernandes/20/159586","Jorge Fernandes",22,193,83,"Portugal","Kasimpaşa SK",68,76,1200000,5000,"CB","Right",2,2,"Medium/Medium",NA,"","RCB",44,"FC Porto","",2020,41,34,42,49,68,75,NA,NA,NA,NA,NA,NA,"",35,25,69,52,45,49,34,32,54,55,41,41,32,61,37,61,63,64,83,24,73,63,26,29,42,51,66,71,70,7,12,6,5,5
"161",252150,"https://sofifa.com/player/252150/patrick-william-sa-de-oliveira/20/159586","Patrick William",22,186,82,"Brazil","Famalicão",68,76,1200000,4000,"CB","Right",3,2,"High/Medium",2800000,"","LCB",97,"","2019-07-25",2024,56,51,47,51,66,72,NA,NA,NA,NA,NA,NA,"Long Throw-in, Argues with Officials",34,31,67,56,37,48,42,73,51,54,51,60,50,64,49,84,87,63,77,70,69,62,33,36,57,71,65,69,70,12,10,13,9,10
"162",219957,"https://sofifa.com/player/219957/jacob-barrett-laursen/20/159586","J. Laursen",24,181,76,"Denmark","Odense Boldklub",68,75,1100000,5000,"LWB","Left",3,3,"High/High",1600000,"","LWB",20,"","2014-07-03",2022,75,47,61,67,63,71,NA,NA,NA,NA,NA,NA,"",67,52,48,67,30,66,52,37,58,68,73,76,76,55,70,46,67,78,72,36,62,58,69,54,40,50,67,68,65,9,12,16,12,14
"163",222528,"https://sofifa.com/player/222528/lynden-gooch/20/159586","L. Gooch",23,173,69,"United States","Sunderland",68,75,1300000,5000,"RM","Right",4,3,"High/Medium",2500000,"","RWB",11,"","2012-06-12",2022,79,59,64,70,51,71,NA,NA,NA,NA,NA,NA,"Injury Free, Early Crosser",60,59,51,67,53,72,55,58,65,70,80,79,59,59,80,64,55,65,72,57,78,31,57,65,63,64,60,54,50,13,13,11,14,8
"164",222587,"https://sofifa.com/player/222587/franco-escobar/20/159586","F. Escobar",24,175,72,"Argentina","Atlanta United",68,75,1100000,3000,"RB, CB","Right",3,2,"Medium/High",1900000,"","RB",2,"","2017-12-08",2020,70,47,57,66,69,68,NA,NA,NA,NA,NA,NA,"",58,51,65,63,34,68,42,28,60,63,67,73,67,65,65,51,71,73,66,37,68,66,54,53,49,57,68,73,71,15,9,12,13,7
"165",223143,"https://sofifa.com/player/223143/ulisses-garcia/20/159586","U. Garcia",23,183,80,"Switzerland","BSC Young Boys",68,75,1100000,7000,"LB, LM","Left",3,3,"High/Medium",1900000,"","LB",21,"","2018-06-19",2022,74,37,55,67,64,74,NA,NA,NA,NA,NA,NA,"",64,37,56,62,28,68,45,31,53,66,70,77,66,63,68,41,64,80,77,33,63,65,48,45,34,52,60,68,66,8,13,11,12,14
"166",237077,"https://sofifa.com/player/237077/franck-boya/20/159586","F. Boya",23,190,83,"Cameroon","Royal Excel Mouscron",68,75,1100000,4000,"CDM, CB, CM","Right",4,2,"High/Medium",1900000,"","CB",15,"","2017-08-31",2020,64,52,63,62,64,79,NA,NA,NA,NA,NA,NA,"",58,40,63,68,31,63,55,54,64,64,63,64,52,65,47,78,68,73,83,62,78,64,39,61,50,65,63,66,64,15,7,9,14,14
"167",237739,"https://sofifa.com/player/237739/ryosuke-shindo/20/159586","R. Shindo",23,183,74,"Japan","Hokkaido Consadole Sapporo",68,75,1100000,2000,"CB","Right",3,2,"Medium/High",1600000,"","RCB",3,"","2015-01-01",2022,66,52,48,45,67,74,NA,NA,NA,NA,NA,NA,"",34,60,72,63,38,40,27,28,51,39,64,67,69,66,67,48,77,75,72,42,76,67,59,42,35,58,66,69,61,6,13,11,6,7
"168",247458,"https://sofifa.com/player/247458/alex-sola-lopez-ocana/20/159586","Alex Sola",20,178,75,"Spain","CD Numancia",67,82,1600000,3000,"RB","Right",3,2,"High/Medium",NA,"","RB",2,"Real Sociedad","",2020,73,43,59,62,62,66,NA,NA,NA,NA,NA,NA,"",66,40,50,66,33,62,56,31,59,65,75,71,52,64,66,48,60,75,65,43,61,64,64,45,37,60,62,64,65,8,5,5,12,14
"169",242429,"https://sofifa.com/player/242429/liberato-cacace/20/159586","L. Cacace",18,184,72,"New Zealand","Wellington Phoenix",67,81,1500000,1000,"LB, LWB","Left",4,2,"High/Low",2700000,"","LB",13,"","2016-07-01",2020,75,53,66,68,61,73,NA,NA,NA,NA,NA,NA,"Inflexible, Dives Into Tackles (CPU AI Only), Early Crosser, Finesse Shot",68,54,49,67,37,66,67,57,65,69,75,75,74,65,66,53,67,82,72,50,68,62,66,65,59,68,62,64,62,12,11,10,9,12
"170",228790,"https://sofifa.com/player/228790/aitor-bunuel-redrado/20/159586","Aitor Buñuel",21,173,70,"Spain","Racing Santander",67,79,1200000,2000,"RB, RWB, RM","Right",3,2,"High/Medium",2200000,"","RB",2,"","2018-07-17",2020,77,37,58,65,62,67,NA,NA,NA,NA,NA,NA,"",67,36,52,64,31,63,44,36,56,64,80,74,71,64,85,39,57,76,65,35,62,65,51,51,43,60,62,63,65,8,7,14,7,10
"171",235916,"https://sofifa.com/player/235916/valerio-mantovani/20/159586","V. Mantovani",23,180,70,"Italy","US Salernitana 1919",67,78,1200000,1000,"CB","Right",2,2,"High/Medium",2200000,"","RCB",5,"","2016-07-16",2020,57,25,40,49,68,72,NA,NA,NA,NA,NA,NA,"",25,20,63,57,28,41,28,31,41,55,60,55,57,55,68,36,79,73,71,21,69,65,30,29,39,50,67,72,68,12,8,8,6,11
"172",239464,"https://sofifa.com/player/239464/thomas-galdames/20/159586","T. Galdames",20,178,70,"Chile","Unión Española",67,78,1200000,2000,"CB, LB","Left",3,2,"Medium/Medium",1900000,"","LCB",26,"","2015-11-21",2020,62,50,59,51,66,70,NA,NA,NA,NA,NA,NA,"",61,44,66,70,29,45,37,30,58,56,62,62,59,57,63,66,71,66,71,52,71,56,49,51,45,57,70,69,61,12,9,6,6,13
"173",241171,"https://sofifa.com/player/241171/armando-obispo/20/159586","A. Obispo",20,185,79,"Netherlands","Vitesse",67,78,1200000,4000,"CB","Left",2,2,"Medium/Medium",NA,"","LCB",3,"PSV","",2020,76,37,54,52,64,73,NA,NA,NA,NA,NA,NA,"",32,31,64,69,37,39,36,43,69,62,74,77,72,63,62,54,77,68,77,35,70,61,29,45,39,56,66,64,62,12,14,11,8,8
"174",229911,"https://sofifa.com/player/229911/myles-kenlock/20/159586","M. Kenlock",22,185,67,"England","Ipswich Town",67,77,1100000,4000,"LB, LWB","Left",3,3,"Medium/Medium",2200000,"","LB",30,"","2014-08-11",2020,76,32,54,68,67,71,NA,NA,NA,NA,NA,NA,"",70,26,64,61,34,69,36,30,60,65,75,77,73,48,77,39,86,71,69,29,73,62,63,32,36,65,65,72,68,13,11,12,11,5
"175",235338,"https://sofifa.com/player/235338/marlon-rodrigues-xavier/20/159586","Marlon",22,173,68,"Brazil","Boavista FC",67,77,1100000,2000,"LB","Left",2,3,"High/Medium",2500000,"","LB",6,"","2019-08-05",2020,79,50,59,71,62,66,NA,NA,NA,NA,NA,NA,"Dives Into Tackles (CPU AI Only)",70,54,43,65,41,72,68,66,61,70,77,81,72,62,70,56,60,70,64,35,65,64,70,31,45,60,66,64,61,11,13,12,8,9
"176",237662,"https://sofifa.com/player/237662/brooks-lennon/20/159586","B. Lennon",21,177,70,"United States","Real Salt Lake",67,77,1100000,2000,"RB, RW, LW","Right",3,3,"High/Medium",1900000,"","RB",12,"","2018-01-12",2021,72,61,65,66,61,68,NA,NA,NA,NA,NA,NA,"",71,58,62,66,48,65,69,44,62,66,70,74,66,63,69,69,77,85,61,59,64,60,64,66,66,61,63,61,60,6,6,10,8,7
"177",245810,"https://sofifa.com/player/245810/willer-ditta/20/159586","W. Ditta",22,180,80,"Colombia","Junior FC",67,77,1100000,1000,"CB","Right",3,2,"Medium/Medium",1800000,"","RCB",19,"","2018-07-01",2021,57,24,46,51,62,78,NA,NA,NA,NA,NA,NA,"",25,22,66,62,27,46,24,22,57,58,55,59,49,62,60,32,79,69,83,20,74,65,25,40,31,68,57,65,61,14,6,7,15,8
"178",214701,"https://sofifa.com/player/214701/tomas-asta-buruaga/20/159586","T. Asta-Buruaga",22,185,70,"Chile","CD Antofagasta",67,76,1100000,1000,"CB, RB","Right",2,2,"Medium/Medium",1700000,"","RCB",6,"","2016-07-01",2019,64,42,48,50,67,71,NA,NA,NA,NA,NA,NA,"",56,37,63,56,37,45,35,41,41,55,60,67,64,58,38,51,73,74,72,45,63,60,42,37,46,52,71,70,68,15,9,14,12,15
"179",225266,"https://sofifa.com/player/225266/mathias-rasmussen/20/159586","M. Rasmussen",21,180,68,"Norway","FC Nordsjælland",67,76,1200000,4000,"LW, CM, LB","Left",3,3,"Medium/Medium",1700000,"","LB",14,"","2016-07-19",2022,75,56,67,70,54,58,NA,NA,NA,NA,NA,NA,"Dives Into Tackles (CPU AI Only)",70,53,54,68,37,69,66,56,64,70,78,72,77,61,83,62,84,65,54,62,53,42,60,65,48,65,57,56,59,14,15,14,12,15
